sentence_id	original	translation	gloss	grammaticality	sentence_answerset_id	sentence_strategy_id
2149	"Ik zal door daa pèrd nie mèr geslagen worden."			?*	Groesbeeks	4632
2150	"Daa perd sloeg mien nie mer."			*	Groesbeeks	4632
2151	"Daa perd slaat mien nie mer."			%	Groesbeeks	4632
2152	"Zal daa perd je nie mer slaon? Nee, mien zal daa perd zeker nie mer slaon!"			*	Groesbeeks	4632
2153	"Zal daa pèrd je nie mèr slaon? Nee, slaon zal daa pèrd mien nie mèr!"			*	Groesbeeks	4632
2154	"Zijn ouders hebben hem in 't achtergat gestompt."			ok	Leuvens	4935
2155	"Hij is in 't achtergat gestompt."			ok	Leuvens	4935
2156	"Ja, jammer genoeg, in 't achtergat wordt hij zeker gestompt."			%	Leuvens	4935
2157	"Van God zijn hand geslagen zijn."			*	Leuvens	4936
2158	"Van Gods hand geslagen zijn."			%	Leuvens	4936
2159	"De hand van God heeft hem geslagen."			*	Leuvens	4936
2160	"Hij werd van de hand van God geslagen."			%	Leuvens	4936
2161	"Ja, amai, van de hand van God is hij zeker geslagen!"			%	Leuvens	4936
2162	"Ik heb hem met klank aan de deur gezet."			ok	Leuvens	4937
2163	"Hij is met klank aan de deur gezet."			ok	Leuvens	4937
2164	"Jaja, met klank werd hij zeker aan de deur gezet."			*	Leuvens	4937
2165	"De dood / Dat ongeval heeft ons kind gestolen."			*	Leuvens	4938
2166	"Het/hun kind is hen gestolen."			*	Leuvens	4938
2167	"Onze vader/broer is ons gestolen."			*	Leuvens	4938
2168	"Ons kind werd ons gestolen."			*	Leuvens	4938
2169	"Er wordt/is azijn gedronken."			%	Leuvens	4939
2170	"Hij dronk azijn."			%	Leuvens	4939
2171	"Jaja, azijn heeft hij zeker gedronken."			%	Leuvens	4939
2172	"Ze is met een pakske thuis gekomen."			ok	Leuvens	4940
2173	"Er werd/is een pakske opgeraapt door haar."			*	Leuvens	4940
2174	"Ze raapte een pakske op."			%	Leuvens	4940
2175	"Jaja, een pakske heeft ze zeker opgeraapt."			%	Leuvens	4940
2176	"Den vogel werd/is afgeschoten (door haar)."			%	Leuvens	4941
2177	"Ze schoot den vogel af."			ok	Leuvens	4941
2178	"Amai, den vogel heeft ze zeker afgeschoten."			%	Leuvens	4941
2179	"Je moet uw handjes kussen."			*	Leuvens	4942
2180	"Je zou je handjes mogen kussen."			ok	Leuvens	4942
2181	"Hij mocht zijn handjes kussen."			ok	Leuvens	4942
2182	"Je kan je handjes kussen."			ok	Leuvens	4942
2183	"Je wil je handjes kussen."			*	Leuvens	4942
2184	"Je zou je handjes gekust hebben."			*	Leuvens	4942
2185	"Je handjes worden/zijn gekust (door hem)."			*	Leuvens	4942
2186	"Je zal/gaat uw handjes kussen."			%	Leuvens	4942
2187	"Je kuste je handjes."			%	Leuvens	4942
2188	"Jaja, uw handjes mag je zeker kussen."			%	Leuvens	4942
2189	"Hij mag van zijn tien vingeren leven."			*	Leuvens	4943
2190	"Hij kan van zijn tien vingeren leven."			*	Leuvens	4943
2191	"Hij wil van zijn tien vingeren leven."			*	Leuvens	4943
2192	"Hij zou van zijn tien vingeren leven."			*	Leuvens	4943
2193	"Er wordt van zijn tien vingeren geleefd (door hem)?"			*	Leuvens	4943
2194	"Hij zal/gaat van zijn tien vingeren leven."			*	Leuvens	4943
2195	"Hij leeft van zijn tien vingeren."			ok	Leuvens	4943
2196	"Jaja, van zijn tien vingeren moet hij zeker leven."			ok	Leuvens	4943
2197	"Daarvoor moet ik tekenen."			*	Leuvens	4944
2198	"Daarvoor kan ik tekenen."			%	Leuvens	4944
2199	"Daarvoor zou ik tekenen."			%	Leuvens	4944
2200	"Er wordt/is voor iets getekend."			%	Leuvens	4944
2201	"Daarvoor zal/ga ik tekenen."			%	Leuvens	4944
2202	"Daarvoor tekende ik."			%	Leuvens	4944
2203	"Jaja, voor een goede gezondheid wil ik zeker tekenen."			ok	Leuvens	4944
2204	"Ik mag hem niet thuis brengen."			*	Leuvens	4945
2205	"Ik wil hem niet thuis brengen."			*	Leuvens	4945
2206	"Ik zou hem niet thuis hebben gebracht."			*	Leuvens	4945
2207	"Hij werd/is niet thuis gebracht (door haar)."			*	Leuvens	4945
2208	"Ik zal/ga hem niet thuis brengen."			%	Leuvens	4945
2209	"Ik bracht hem niet thuis."			%	Leuvens	4945
2210	"Neen, thuis kan ik hem zeker niet brengen."			%	Leuvens	4945
2211	"Neen, hem kan ik zeker niet thuis brengen."			%	Leuvens	4945
2212	"De gebraden vogels zouden in zijnen mond vliegen."			%	Leuvens	4946
2213	"De gebraden vogels moeten in zijnen mond vliegen."			%	Leuvens	4946
2214	"De gebraden vogels kunnen in zijnen mond vliegen."			%	Leuvens	4946
2215	"De gebraden vogels willen in zijnen mond vliegen."			%	Leuvens	4946
2216	"Er werd in zijnen mond gevlogen (door de gebraden vogels)."			*	Leuvens	4946
2217	"De gebraden vogels zullen/gaan in zijnen mond vliegen."			%	Leuvens	4946
2218	"De gebraden vogels vliegen in zijnen mond."			ok	Leuvens	4946
2219	"Amai, in zijnen mond zouden de gebraden vogels zeker moeten vliegen."			%	Leuvens	4946
2220	"Uw hart zou moeten bloeien/bloeden."			%	Leuvens	4947
2221	"Uw hart moet bloeien/bloeden."			*	Leuvens	4947
2222	"Uw hart kan bloeien/bloeden"			%	Leuvens	4947
2223	"Uw hart zal/gaat bloeien/bloeden."			%	Leuvens	4947
2224	"Uw hart bloeit/bloedt."			ok	Leuvens	4947
2225	"Zijne tong hangt uit zijnen mond."			ok	Leuvens	4948
2226	"Amai, uit zijnen mond hangt zijne tong zeker."			%	Leuvens	4948
2227	"Het woord werd/is op mijn tong gelegd."			*	Leuvens	4949
2228	"Het woord ligt op mijn tong."			ok	Leuvens	4949
2229	"Amai, op mijn tong lag het woord zeker."			*	Leuvens	4949
2230	"Er wordt/is geen avance in hem gestoken."			*	Leuvens	4950
2231	"Er stak geen avance in hem."			ok	Leuvens	4950
2232	"Zo zal den ballon niet op gaan."			%	Leuvens	4951
2233	"Zo ging den ballon niet op."			%	Leuvens	4951
2234	"Amai, den ballon gaat zo zeker niet op."			%	Leuvens	4951
2235	"Hij zal op zijnen kop staan."			%	Leuvens	4952
2236	"Hij stond op zijnen kop."			%	Leuvens	4952
2237	"Amai, op zijnen kop gaat hij zeker staan."			%	Leuvens	4952
2238	"Het gaat zijn arme ziel niet baten."			ok	Leuvens	4953
2239	"Het baat zijn arme ziel niet."			ok	Leuvens	4953
2240	"Amai, zijn arme ziel zal het zeker niet baten."			%	Leuvens	4953
2241	"Hij wil altijd meester spelen."			ok	Leuvens	4954
2242	"Gisteren speelde mijn vrouw den meester, maar vandaag speel ik die meester."			%	Leuvens	4954
2243	"Den meester wordt/is gespeeld (door hem)."			*	Leuvens	4954
2244	"Hij speelt den rijke meester."			*	Leuvens	4954
2245	"Hij wil altijd een meester spelen."			%	Leuvens	4954
2246	"Hij speelt den strenge meester."			%	Leuvens	4954
2247	"Gisteren speelde mijn vrouw de meester, maar vandaag speel ik mijn meester."			*	Leuvens	4954
2248	"Thuis, op het werk, het maakt niet uit, hij speelt iedere meester."			%	Leuvens	4954
2249	"Jaja, den meester speelt hij zeker altijd."			%	Leuvens	4954
2250	"Zij wil altijd een broek dragen."			%	Leuvens	4955
2251	"De broek wordt/is gedragen (door mijn vrouw)."			%	Leuvens	4955
2252	"Ze draagt de strenge broek."			%	Leuvens	4955
2253	"Zij wil altijd een broek dragen."			%	Leuvens	4955
2254	"Ze draagt de mooiste broek."			*	Leuvens	4955
2255	"Gisteren droeg mijn vrouw de broek, maar vandaag draag ik mijn broek."			%	Leuvens	4955
2256	"Thuis, op het werk, het maakt niet uit, zij draagt iedere broek."			*	Leuvens	4955
2257	"Amai, de broek draagt ze zeker."			%	Leuvens	4955
2258	"Gisteren heeft mijn broer den bal misslogen, en vandaag ga ik die bal misslogen."			%	Leuvens	4956
2259	"Den bal werd/is misslogen (door hem)."			%	Leuvens	4956
2260	"Hij heeft den verkeerde bal misslogen."			%	Leuvens	4956
2261	"Gisteren heeft mijn broer den bal misslogen, en vandaag ga ik een bal misslogen."			%	Leuvens	4956
2262	"Hij heeft den grote bal misslogen."			%	Leuvens	4956
2263	"Gisteren heeft mijn broer den bal misslogen, en vandaag ga ik mijn bal misslogen."			%	Leuvens	4956
2264	"Of het nu in de wiskundeles was, in de Franse les, tijdens aardrijkskunde: vandaag heb ik elke/iedere bal misslogen."			%	Leuvens	4956
2265	"Amai, den bal heeft hij zeker misslogen."			%	Leuvens	4956
2266	"Gisteren heeft mijn broer de plaat gepoetst, en vandaag ga ik die plaat poetsen."			%	Leuvens	4957
2267	"De plaat werd/is gepoetst (door hem)."			%	Leuvens	4957
2268	"Ze hebben de onverwachte/vroege plaat gepoetst."			*	Leuvens	4957
2269	"Ze gaan een plaat poetsen."			%	Leuvens	4957
2270	"Ze hebben de vuile plaat gepoetst."			*	Leuvens	4957
2271	"Gisteren heeft mijn broer de plaat gepoetst, en vandaag ga ik mijn plaat poetsen."			%	Leuvens	4957
2272	"Hij blijft nooit thuis. Wanneer hij maar kan, poetst hij elke/iedere plaat."			%	Leuvens	4957
2273	"Amai, de plaat heeft hij zeker gepoetst."			%	Leuvens	4957
2274	"Ik word altijd snel gereïncarneerd. Gisteren moest ik het leven laten, en nu vandaag moet ik dit leven laten."			%	Leuvens	4958
2275	"Hij heeft het plotse leven gelaten."			*	Leuvens	4958
2276	"Hij gaat een leven laten."			*	Leuvens	4958
2277	"Hij heeft het lange leven gelaten."			*	Leuvens	4958
2278	"Het leven is gelaten (door hem)."			%	Leuvens	4958
2279	"Gisteren moest mijn kat het leven laten, en vandaag moet mijn konijntje zijn leven laten."			ok	Leuvens	4958
2280	"Mijn kat overleed, toen mijn hond, en toen ook nog mijn konijntje. Het lijkt wel alsof ze in mijn buurt ieder leven laten."			%	Leuvens	4958
2281	"Ja, het leven heeft hij spijtig genoeg gelaten."			%	Leuvens	4958
2282	"Gisteren heeft mijn broer een borsteling gekregen, en vandaag ga ik de borsteling krijgen."			%	Leuvens	4959
2283	"Gisteren heeft mijn broer een borsteling gekregen, en vandaag ga ik die borsteling krijgen."			%	Leuvens	4959
2284	"Er werd/is een borsteling gekregen (door hem)."			%	Leuvens	4959
2285	"Hij heeft een pijnlijke borsteling gekregen."			%	Leuvens	4959
2286	"Hij heeft een grondige borsteling gekregen."			ok	Leuvens	4959
2287	"Gisteren heeft mijn broer een borsteling gekregen, en vandaag ga ik mijn borsteling krijgen."			%	Leuvens	4959
2288	"Ik verlies altijd! Bij het kaarten, in de voetbalmatch, tijdens een quiz: ik krijg echt elke/iedere borsteling."			%	Leuvens	4959
2289	"Jaja, een borsteling heeft hij zeker gekregen."			%	Leuvens	4959
2290	"Gisteren heeft mijn broer een saus meegekregen, en vandaag ga ik de saus meekrijgen."			%	Leuvens	4960
2291	"Gisteren heeft mijn broer een saus meegekregen, en vandaag ga ik die saus meekrijgen."			%	Leuvens	4960
2292	"Er werd/is een saus meegekregen (door hem)."			%	Leuvens	4960
2293	"Hij krijgt een eerlijke saus."			%	Leuvens	4960
2294	"Hij krijgt een lekkere saus."			%	Leuvens	4960
2295	"Gisteren heeft mijn broer een saus meegekregen, en vandaag ga ik mijn saus meekrijgen."			%	Leuvens	4960
2296	"Mensen denken altijd dat ze alles tegen me kunnen zeggen. Waar ik ook ga, ik krijg altijd elke/iedere saus mee."			*	Leuvens	4960
2297	"Amai, een saus krijgt hij zeker mee."			%	Leuvens	4960
2298	"Toen we kinderen waren heeft mijn broer een buiksken gekregen, maar nu krijg ik het buiksken."			%	Leuvens	4961
2299	"Toen we kinderen waren heeft mijn broer een buiksken gekregen, maar nu krijg ik dat buiksken."			%	Leuvens	4961
2300	"Er werd/is een buiksken gekregen (door hem)."			*	Leuvens	4961
2301	"Hij heeft een ongezond buiksken gekregen."			%	Leuvens	4961
2302	"Hij heeft een bol buiksken gekregen."			%	Leuvens	4961
2303	"Toen we kinderen waren heeft mijn broer een buiksken gekregen, maar nu krijg ik mijn buiksken."			*	Leuvens	4961
2304	"Er zijn verschillende manieren om een buiksken te krijgen, en ik krijg elk/ieder buiksken."			*	Leuvens	4961
2305	"Amai, een buiksken heeft hij zeker gekregen."			ok	Leuvens	4961
2306	"Mijn dochter zet vaak een keel open, maar mijn zoon zet ook wel eens de keel open."			%	Leuvens	4962
2307	"Er wordt/is een keel opengezet (door de baby)."			%	Leuvens	4962
2308	"Hij heeft een luide keel opengezet."			%	Leuvens	4962
2309	"Hij heeft een wijde keel opengezet."			%	Leuvens	4962
2310	"Gisteren zette mijn dochter een keel open, en vandaag zet mijn zoon zijn keel open."			ok	Leuvens	4962
2311	"Als ze moet eten, als ze naar het toilet moet gaan, als ze moe is: mijn dochter zet elke/iedere keel open."			*	Leuvens	4962
2312	"Amai, zo luid! Een keel kan je baby zeker openzetten."			%	Leuvens	4962
2313	"Ik dacht dat mijn broer een teil kon binden, maar zijn vrouw bindt de teil nog veel meer/erger."			*	Leuvens	4963
2314	"Ik dacht dat mijn broer een teil kon binden, maar zijn vrouw bindt die teil nog veel meer/erger."			*	Leuvens	4963
2315	"Er wordt/is een teil gebonden (door hem)."			*	Leuvens	4963
2316	"Hij kan een lange teil binden."			ok	Leuvens	4963
2317	"Hij kan een metalen teil binden."			*	Leuvens	4963
2318	"Ik dacht dat mijn broer een teil kon binden, maar zijn vrouw bindt haar teil nog veel meer/erger."			*	Leuvens	4963
2319	"Wanneer ze moet werken, wanneer ze op café is: die vrouw bindt echt elke/iedere teil."			*	Leuvens	4963
2320	"Ik vond die lezing zo lang en saai. Een teil kan die politicus zeker binden."			ok	Leuvens	4963
2321	"Gisteren heeft mijn broer nen post gepakt, maar vandaag pakte ik de post."			%	Leuvens	4964
2322	"Gisteren heeft mijn broer nen post gepakt, maar vandaag pakte ik die post."			%	Leuvens	4964
2323	"Nen post werd/is gepakt (door hem)."			*	Leuvens	4964
2324	"Hij heeft gisterenavond nen snelle/lelijke/zware/vergeefse post gepakt."			%	Leuvens	4964
2325	"Hij heeft gisterenavond een houten post gepakt."			*	Leuvens	4964
2326	"Gisteren heeft mijn broer nen post gepakt, maar vandaag pakte ik mijn post."			%	Leuvens	4964
2327	"Ik word altijd weggezonden, elke dag. Je zou misschien kunnen zeggen dat ik elke/iedere post moet pakken."			%	Leuvens	4964
2328	"Jaja, nen post heeft hij zeker gepakt."			%	Leuvens	4964
2329	"Ik dacht dat mijn broer een zaag kon spannen, maar zijn vrouw spant de zaag nog veel meer/erger."			*	Leuvens	4965
2330	"Ik dacht dat mijn broer een zaag kon spannen, maar zijn vrouw spant die zaag nog veel meer/erger."			*	Leuvens	4965
2331	"Een zaag wordt/is gespannen/gesmeerd (door haar)."			*	Leuvens	4965
2332	"Hij kan een saaie zaag spannen/smeren."			ok	Leuvens	4965
2333	"Hij kan een metalen zaag spannen/smeren."			*	Leuvens	4965
2334	"Ik dacht dat mijn broer een zaag kon spannen, maar zijn vrouw spant haar zaag nog veel meer/erger."			*	Leuvens	4965
2335	"Wanneer ze moet werken, wanneer ze op café is: die vrouw spant echt elke/iedere zaag."			*	Leuvens	4965
2336	"Ik vond die lezing zo lang en saai. Een zaag kan die politica zeker spannen/smeren."			*	Leuvens	4965
2337	"Ik keer hem mijn rug."			%	Leuvens	4966
2338	"Wel, de rug keer ik hem zeker."			%	Leuvens	4966
2339	"Ik stop hem zijn mond."			*	Leuvens	4967
2340	"Wel, de mond ga ik hem zeker stoppen."			*	Leuvens	4967
2341	"Ik ga zand in de ogen werpen."			%	Leuvens	4968
2342	"Ik ga zand in zijn ogen werpen."			%	Leuvens	4968
2343	"Ik ga hem zand in zijn ogen werpen."			%	Leuvens	4968
2344	"Wel, zand ga ik hem zeker in de ogen werpen."			%	Leuvens	4968
2345	"Wel, zand in de ogen ga ik hem zeker werpen."			%	Leuvens	4968
2346	"Wel, in de ogen ga ik hem zeker zand werpen."			%	Leuvens	4968
2347	"Ik ga de prang op de keel zetten."			ok	Leuvens	4969
2348	"Ik ga mijn prang op de keel zetten."			*	Leuvens	4969
2349	"Ik ga mijn prang op zijn keel zetten."			*	Leuvens	4969
2350	"Ik ga de prang op zijn keel zetten."			ok	Leuvens	4969
2351	"Ik ga hem mijn prang op de keel zetten."			*	Leuvens	4969
2352	"Ik ga hem mijn prang op zijn keel zetten."			*	Leuvens	4969
2353	"Ik ga hem de prang op zijn keel zetten."			ok	Leuvens	4969
2354	"Wel, de prang ga ik hem zeker op de keel zetten."			ok	Leuvens	4969
2355	"Wel, de prang op de keel ga ik hem zeker zetten."			ok	Leuvens	4969
2356	"Wel, op de keel ga ik de prang zeker zetten."			*	Leuvens	4969
2357	"Ik steek mijn handen uit de mouwen."			ok	Leuvens	4970
2358	"Ik steek mijn handen uit mijn mouwen."			%	Leuvens	4970
2359	"Ik steek de handen uit mijn mouwen."			%	Leuvens	4970
2360	"Wel, de handen ga ik zeker uit de mouwen steken."			%	Leuvens	4970
2361	"Wel, de handen uit de mouwen ga ik zeker steken."			%	Leuvens	4970
2362	"Wel, uit de mouwen ga ik de handen zeker steken."			*	Leuvens	4970
2363	"Ik ga hem onder handen nemen"			ok	Leuvens	4971
2364	"Ik ga hem onder mijn handen nemen."			%	Leuvens	4971
2365	"Wel, onder de handen ga ik hem zeker nemen."			%	Leuvens	4971
2366	"Ik zat met de dood op mijn lijf."			ok	Leuvens	4972
2367	"Amai, met de dood zat ik zeker op het lijf."			*	Leuvens	4972
2368	"Amai, met de dood op het lijf zat ik zeker."			*	Leuvens	4972
2369	"Amai, op het lijf zat ik zeker met de dood."			*	Leuvens	4972
2370	"De ogen van onzen Lieven Heer uitsteken."			%	Leuvens	4973
2371	"Onzen Lieven Heers ogen uitsteken."			%	Leuvens	4973
2372	"Nen haas heeft hem gepoept."			*	Brugs	4974
2373	"Hij werd van nen haas gepoept."			%	Brugs	4974
2374	"Van nen haas is hij zeker gepoept."			%	Brugs	4974
2375	"Hij is dat spel aan het melken."			%	Brugs	4975
2376	"Hij staat/zit het (weer) te melken."			%	Brugs	4975
2377	"Het is (weer) gemolken (door hem)."			%	Brugs	4975
2378	"Hij heeft het (weer) gemolken."			%	Brugs	4975
2379	"Hij melkt het altijd (als hij aan iets nieuws begint)"			*	Brugs	4975
2380	"Dat spel is hij zeker aan het melken."			%	Brugs	4975
2381	"Hij staat/zit (weer) te melken/mekkeren."			ok	Brugs	4976
2382	"Er is weer gemolken/gemekkerd geweest aan de kassa!"			%	Brugs	4976
2383	"Aan de kassa is er (weer) gemolken/gemekkerd (door de klanten)."			%	Brugs	4976
2384	"Hij heeft (weer) gemolken/gemekkerd."			%	Brugs	4976
2385	"Hij melkt/mekkert altijd."			%	Brugs	4976
2386	"Er is met Jan geen huis te houden."			ok	Brugs	4977
2387	"Hij moet/mag er geen huis mee houden."			*	Brugs	4977
2388	"Hij wil er geen huis mee houden."			*	Brugs	4977
2389	"Hij zou er geen huis mee houden."			*	Brugs	4977
2390	"Hij zal/gaat er geen huis mee houden."			*	Brugs	4977
2391	"Hij hield er geen huis mee."			*	Brugs	4977
2392	"Ik zou niet in zijn schoenen staan."			ok	Brugs	4978
2393	"Ik moet/mag niet in zijn schoenen staan."			*	Brugs	4978
2394	"Ik kan niet in zijn schoenen staan."			*	Brugs	4978
2395	"Ik zal/ga niet in zijn schoenen staan."			ok	Brugs	4978
2396	"Ik stond niet in zijn schoenen."			ok	Brugs	4978
2397	"Er werden/waren daar geen eiers aan gebroken."			*	Brugs	4979
2398	"Er waren daar geen eiers aan gebroken."			ok	Brugs	4979
2399	"Er braken daar geen eiers aan."			*	Brugs	4979
2400	"Er zijn veel problemen, maar geen eiers zijn er aan gebroken."			*	Brugs	4979
2401	"Eiers zijn er daar niet aan gebroken."			ok	Brugs	4979
2402	"Op een oude fiets mag je leren rijden."			%	Loois	4982
2403	"Op een oude fiets kan je leren rijden."			%	Loois	4982
2404	"Op een oude fiets wil je leren rijden."			*	Loois	4982
2405	"Op een oude fiets zou je leren rijden."			*	Loois	4982
2406	"Op een oude fiets werd je geleerd (om) te rijden."			*	Loois	4982
2407	"Op een oude fiets zal/ga je leren rijden."			*	Loois	4982
2408	"Op een oude fiets leer je (te) rijden."			*	Loois	4982
2409	"Op een oude fiets moest hij leren rijden."			%	Loois	4982
2410	"Hij moet altijd de Jan uithangen."			%	Loois	4983
2411	"Hij kan de Jan uithangen."			%	Loois	4983
2412	"Hij zou de Jan uithangen."			%	Loois	4983
2413	"Hij zal/gaat de Jan uithangen."			%	Loois	4983
2414	"Hij hangt altijd de Jan uit."			ok	Loois	4983
2415	"De Jan is uitgehangen (door hem)."			*	Loois	4983
2416	"De Jan is uitgehangen geweest."			ok	Loois	4983
2417	"Amai, de Jan wil hij altijd uithangen."			%	Loois	4983
2418	"Amai, de Jan moet hij kunnen uithangen."			ok	Loois	4983
2419	"Gisteren heeft mijn broer nen post gepakt, maar vandaag pakte ik de post."			*	Loois	4984
2420	"Gisteren heeft mijn broer nen post gepakt, maar vandaag pakte ik die post."			*	Loois	4984
2421	"Er is/werd nen post gepakt (door hem)."			*	Loois	4984
2422	"Hij heeft gisterenavond nen snelle/lelijke/zware/vergeefse post gepakt."			*	Loois	4984
2423	"Hij heeft gisterenavond nen? houten post gepakt."			*	Loois	4984
2424	"Gisteren heeft mijn broer nen post gepakt, maar vandaag pakte ik mijn post."			*	Loois	4984
2425	"Ik moet echt altijd uitkijken wat ik doe en waar ik loop. Wat ik ook doe, je zou misschien kunnen zeggen dat ik elke/iedere post pak."			*	Loois	4984
2426	"Jaja, nen post heeft hij zeker gepakt."			*	Loois	4984
2427	"Ze moeten/mogen magré voort doen."			ok	Brugs	4985
